日期,天气状况,气温,风力风向,地区
2015年11月27日,多云/晴,2℃/1℃,北风4-5级/南风3-4级,ZD190
2015年11月28日,多云/晴,6℃/-2℃,南风≤3级/南风≤3级,ZD111
2015年11月28日,晴/晴,6℃/-3℃,南风≤3级/南风≤3级,ZD326
2015年11月28日,晴/晴,6℃/-3℃,南风3-4级/北风3-4级,ZD250
2015年11月28日,晴/多云,6℃/5℃,南风3-4级/南风3-4级,ZD190
2015年11月29日,晴/霾,7℃/-1℃,南风≤3级/北风≤3级,ZD111
2015年11月29日,多云/多云,7℃/-4℃,北风≤3级/北风≤3级,ZD326
2015年11月29日,晴/多云,6℃/-4℃,北风3-4级/北风3-4级,ZD250
2015年11月29日,多云/晴,9℃/2℃,北风3-4级/北风3-4级,ZD190
2015年11月30日,雾/雾,6℃/2℃,南风≤3级/南风≤3级,ZD111
2015年11月30日,多云/阴,7℃/1℃,南风≤3级/南风≤3级,ZD326
2015年11月30日,晴/多云,7℃/3℃,南风3-4级/南风≤3级,ZD250
2015年11月30日,晴/雾,8℃/3℃,北风3-4级/南风3-4级,ZD190
2015年12月1日,小雨/阴,7℃/1℃,南风≤3级/南风3-4级,ZD111
2015年12月1日,小雨/阴,9℃/0℃,南风≤3级/北风3-4级,ZD326
2015年12月1日,小雨/阴,10℃/2℃,南风3-4级/南风3-4级,ZD250
2015年12月1日,小雨/阵雨,12℃/3℃,南风3-4级/南风3-4级,ZD190
2015年12月2日,多云/晴,7℃/-3℃,西北风3-4级/西北风3-4级,ZD111
2015年12月2日,多云/晴,7℃/-3℃,北风3-4级/北风3-4级,ZD326
2015年12月2日,多云/晴,7℃/-2℃,北风4-5级/西北风3-4级,ZD250
2015年12月2日,多云/晴,7℃/0℃,西北风5-6级/西北风5-6级,ZD190
2015年12月3日,晴/晴,5℃/-2℃,西北风3-4级/北风≤3级,ZD111
2015年12月3日,晴/晴,6℃/-4℃,北风3-4级/北风3-4级,ZD326
2015年12月3日,晴/晴,4℃/-3℃,西北风3-4级/北风4-5级,ZD250
2015年12月3日,晴/多云,4℃/-1℃,西北风5-6级/北风5-6级,ZD190
2015年12月4日,晴/晴,6℃/-1℃,南风≤3级/南风≤3级,ZD111
2015年12月4日,晴/晴,6℃/-4℃,南风≤3级/南风≤3级,ZD326
2015年12月4日,晴/晴,6℃/-2℃,西北风3-4级/南风≤3级,ZD250
2015年12月4日,晴/晴,5℃/0℃,北风5-6级/北风3-4级,ZD190
2015年12月5日,晴/多云,7℃/-1℃,北风≤3级/南风≤3级,ZD111
2015年12月5日,晴/多云,6℃/-3℃,南风≤3级/北风≤3级,ZD326
2015年12月5日,晴/多云,6℃/-3℃,南风≤3级/北风3-4级,ZD250
2015年12月5日,晴/多云,7℃/3℃,北风3-4级/北风3-4级,ZD190
2015年12月6日,多云/多云,7℃/0℃,南风≤3级/东南风≤3级,ZD111
2015年12月6日,多云/多云,7℃/-2℃,南风≤3级/南风≤3级,ZD326
2015年12月6日,多云/多云,8℃/0℃,南风3-4级/南风3-4级,ZD250
2015年12月6日,多云/多云,7℃/4℃,南风3-4级/南风3-4级,ZD190
2015年12月7日,阴/多云,7℃/2℃,东南风≤3级/南风≤3级,ZD111
2015年12月7日,多云/阴,6℃/0℃,东北风≤3级/南风≤3级,ZD326
2015年12月7日,阴/阴,8℃/0℃,南风3-4级/南风3-4级,ZD250
2015年12月7日,多云/多云,8℃/4℃,南风3-4级/北风3-4级,ZD190
2015年12月8日,多云/多云,11℃/5℃,南风≤3级/南风≤3级,ZD111
2015年12月8日,多云/多云,11℃/2℃,南风≤3级/东南风≤3级,ZD326
2015年12月8日,多云/多云,10℃/3℃,南风3-4级/南风3-4级,ZD250
2015年12月8日,晴/晴,10℃/7℃,南风3-4级/南风3-4级,ZD190
2015年12月9日,多云/霾,11℃/4℃,南风≤3级/北风≤3级,ZD111
2015年12月9日,多云/多云,12℃/4℃,东南风≤3级/南风≤3级,ZD326
2015年12月9日,多云/多云,11℃/5℃,南风3-4级/南风3-4级,ZD250
2015年12月9日,多云/多云,11℃/8℃,南风3-4级/南风3-4级,ZD190
2015年12月10日,霾/晴,9℃/0℃,北风3-4级/北风3-4级,ZD111
2015年12月10日,阴/多云,9℃/-1℃,北风3-4级/东北风≤3级,ZD326
2015年12月10日,阴/阴,10℃/2℃,北风3-4级/北风3-4级,ZD250
2015年12月10日,多云/多云,12℃/3℃,北风5-6级/北风5-6级,ZD190
2015年12月11日,晴/晴,6℃/-1℃,北风3-4级/北风≤3级,ZD111
2015年12月11日,晴/多云,5℃/-4℃,北风≤3级/北风≤3级,ZD326
2015年12月11日,多云/多云,4℃/-1℃,北风3-4级/北风3-4级,ZD250
2015年12月11日,晴/多云,6℃/0℃,北风5-6级/北风3-4级,ZD190
2015年12月12日,晴/晴,6℃/-1℃,东北风≤3级/北风≤3级,ZD111
2015年12月12日,多云/晴,6℃/-4℃,北风≤3级/北风≤3级,ZD326
2015年12月12日,多云/晴,6℃/-2℃,北风3-4级/北风3-4级,ZD250
2015年12月12日,多云/晴,6℃/1℃,北风3-4级/北风3-4级,ZD190
2015年12月13日,多云/阴,7℃/-1℃,北风≤3级/南风≤3级,ZD111
2015年12月13日,多云/多云,6℃/-3℃,北风≤3级/北风≤3级,ZD326
2015年12月13日,晴/晴,7℃/-2℃,北风3-4级/北风3-4级,ZD250
2015年12月13日,晴/多云,7℃/1℃,北风3-4级/北风3-4级,ZD190
2015年12月14日,霾/霾,7℃/-1℃,南风≤3级/北风≤3级,ZD111
2015年12月14日,阴/多云,7℃/-3℃,北风≤3级/北风3-4级,ZD326
2015年12月14日,晴/多云,7℃/-1℃,北风3-4级/北风3-4级,ZD250
2015年12月14日,多云/多云,7℃/1℃,北风3-4级/北风5-6级,ZD190
2015年12月15日,多云/晴,5℃/-4℃,北风≤3级/北风3-4级,ZD111
2015年12月15日,多云/晴,4℃/-6℃,北风3-4级/北风3-4级,ZD326
2015年12月15日,多云/多云,5℃/-4℃,北风3-4级/北风3-4级,ZD250
2015年12月15日,晴/晴,5℃/-1℃,北风4-5级/北风5-6级,ZD190
2015年12月16日,晴/晴,3℃/-5℃,北风3-4级/北风≤3级,ZD111
2015年12月16日,晴/晴,2℃/-7℃,北风≤3级/北风3-4级,ZD326
2015年12月16日,晴/晴,1℃/-6℃,北风3-4级/北风4-5级,ZD250
2015年12月16日,晴/晴,1℃/-3℃,北风5-6级/西北风4-5级,ZD190
2015年12月17日,晴/晴,4℃/-3℃,南风≤3级/南风≤3级,ZD111
2015年12月17日,晴/晴,3℃/-7℃,南风≤3级/北风≤3级,ZD326
2015年12月17日,晴/晴,3℃/-5℃,北风3-4级/南风3-4级,ZD250
2015年12月17日,晴/晴,2℃/-2℃,西北风4-5级/北风3-4级,ZD190
2015年12月18日,晴/晴,7℃/-2℃,南风≤3级/北风≤3级,ZD111
2015年12月18日,晴/晴,6℃/-4℃,北风≤3级/北风3-4级,ZD326
2015年12月18日,晴/晴,7℃/-4℃,南风3-4级/北风3-4级,ZD250
2015年12月18日,晴/晴,5℃/-1℃,北风3-4级/北风3-4级,ZD190
2015年12月19日,多云/霾,5℃/0℃,北风≤3级/南风≤3级,ZD111
2015年12月19日,多云/多云,6℃/-2℃,北风≤3级/南风≤3级,ZD326
2015年12月19日,晴/多云,6℃/-1℃,南风3-4级/南风≤3级,ZD250
2015年12月19日,晴/雾,6℃/4℃,北风3-4级/南风3-4级,ZD190
2015年12月20日,霾/霾,6℃/0℃,南风≤3级/南风≤3级,ZD111
2015年12月20日,多云/多云,6℃/-3℃,东南风≤3级/南风≤3级,ZD326
2015年12月20日,多云/多云,6℃/-2℃,南风3-4级/南风≤3级,ZD250
2015年12月20日,小雨/雾,7℃/1℃,南风3-4级/北风3-4级,ZD190
2015年12月21日,霾/霾,9℃/0℃,南风≤3级/南风≤3级,ZD111
2015年12月21日,多云/多云,8℃/-1℃,南风≤3级/南风≤3级,ZD326
2015年12月21日,多云/多云,8℃/-1℃,南风≤3级/南风3-4级,ZD250
2015年12月21日,雾/雾,7℃/4℃,北风3-4级/北风3-4级,ZD190
2015年12月22日,霾/雾,8℃/1℃,南风≤3级/东北风≤3级,ZD111
2015年12月22日,阴/阴,7℃/0℃,南风≤3级/东北风≤3级,ZD326
2015年12月22日,阴/小雨,8℃/2℃,南风≤3级/南风3-4级,ZD250
2015年12月22日,小雨/阵雨,8℃/5℃,南风3-4级/南风3-4级,ZD190
2015年12月23日,雾/雾,8℃/0℃,东北风≤3级/北风≤3级,ZD111
2015年12月23日,多云/多云,7℃/-2℃,北风≤3级/北风≤3级,ZD326
2015年12月23日,阴/多云,8℃/-2℃,北风3-4级/北风≤3级,ZD250
2015年12月23日,雾/雾,8℃/2℃,北风3-4级/北风3-4级,ZD190
2015年12月24日,雾/雾,7℃/-1℃,北风≤3级/北风≤3级,ZD111
2015年12月24日,雾/雾,6℃/-4℃,北风≤3级/北风≤3级,ZD326
2015年12月24日,霾/雾,6℃/-3℃,北风3-4级/南风≤3级,ZD250
2015年12月24日,霾/雾,6℃/0℃,北风3-4级/北风3-4级,ZD190
2015年12月25日,雾/霾,7℃/0℃,南风≤3级/南风3-4级,ZD111
2015年12月25日,霾/霾,6℃/-3℃,南风≤3级/南风3-4级,ZD326
2015年12月25日,霾/霾,9℃/-2℃,南风3-4级/南风3-4级,ZD250
2015年12月25日,雾/晴,7℃/3℃,西南风3-4级/南风3-4级,ZD190
2015年12月26日,晴/多云,8℃/-3℃,北风≤3级/北风3-4级,ZD111
2015年12月26日,晴/多云,8℃/-5℃,北风3-4级/北风3-4级,ZD326
2015年12月26日,霾/晴,7℃/-4℃,南风3-4级/北风3-4级,ZD250
2015年12月26日,晴/晴,7℃/-3℃,南风3-4级/北风4-5级,ZD190
2015年12月27日,多云/多云,2℃/-4℃,北风3-4级/东北风≤3级,ZD111
2015年12月27日,多云/多云,2℃/-7℃,北风≤3级/北风≤3级,ZD326
2015年12月27日,晴/晴,0℃/-6℃,北风3-4级/北风≤3级,ZD250
2015年12月27日,晴/晴,0℃/-5℃,北风4-5级/西北风3-4级,ZD190
2015年12月28日,晴/晴,5℃/-1℃,南风≤3级/南风≤3级,ZD111
2015年12月28日,晴/晴,4℃/-4℃,南风≤3级/南风≤3级,ZD326
2015年12月28日,晴/晴,4℃/-4℃,北风3-4级/南风≤3级,ZD250
2015年12月28日,晴/晴,3℃/0℃,西北风3-4级/西北风3-4级,ZD190
2015年12月29日,晴/晴,8℃/-1℃,南风3-4级/南风≤3级,ZD111
2015年12月29日,晴/多云,8℃/-3℃,南风≤3级/南风≤3级,ZD326
2015年12月29日,多云/晴,7℃/-2℃,南风3-4级/南风3-4级,ZD250
2015年12月29日,晴/多云,6℃/2℃,西南风3-4级/南风3-4级,ZD190
2015年12月30日,霾/霾,6℃/-3℃,北风≤3级/南风≤3级,ZD111
2015年12月30日,晴/霾,6℃/-6℃,南风≤3级/北风≤3级,ZD326
2015年12月30日,多云/霾,6℃/-4℃,南风≤3级/南风3-4级,ZD250
2015年12月30日,多云/多云,7℃/-1℃,南风3-4级/北风4-5级,ZD190
2015年12月31日,霾/晴,8℃/3℃,南风≤3级/南风3-4级,ZD111
2015年12月31日,霾/晴,7℃/1℃,北风≤3级/南风≤3级,ZD326
2015年12月31日,霾/晴,6℃/-2℃,北风3-4级/南风3-4级,ZD250
2015年12月31日,晴/雾,5℃/2℃,北风4-5级/西南风3-4级,ZD190
2016年1月1日,晴/晴,10℃/4℃,南风3-4级/南风3-4级,ZD111
2016年1月1日,晴/多云,10℃/-1℃,南风≤3级/南风3-4级,ZD326
2016年1月1日,晴/多云,9℃/-2℃,南风3-4级/南风3-4级,ZD250
2016年1月1日,多云/多云,7℃/4℃,西南风4-5级/西南风3-4级,ZD190
2016年1月2日,晴/霾,13℃/3℃,南风≤3级/南风≤3级,ZD111
2016年1月2日,多云/晴,12℃/0℃,南风3-4级/南风≤3级,ZD326
2016年1月2日,多云/晴,12℃/-1℃,北风3-4级/北风3-4级,ZD250
2016年1月2日,晴/雾,11℃/4℃,西南风3-4级/北风3-4级,ZD190
2016年1月3日,霾/雾,10℃/0℃,北风≤3级/北风3-4级,ZD111
2016年1月3日,多云/霾,9℃/-3℃,北风≤3级/北风≤3级,ZD326
2016年1月3日,多云/霾,9℃/-2℃,北风≤3级/北风3-4级,ZD250
2016年1月3日,多云/雾,10℃/1℃,北风3-4级/北风4-5级,ZD190
2016年1月4日,霾/霾,5℃/-2℃,北风3-4级/北风3-4级,ZD111
2016年1月4日,多云/多云,4℃/-3℃,北风≤3级/北风≤3级,ZD326
2016年1月4日,多云/多云,4℃/-3℃,北风3-4级/北风≤3级,ZD250
2016年1月4日,晴/多云,6℃/0℃,北风4-5级/北风3-4级,ZD190
2016年1月5日,多云/小雪,4℃/-2℃,北风≤3级/北风≤3级,ZD111
2016年1月5日,多云/小雪,3℃/-3℃,北风≤3级/北风≤3级,ZD326
2016年1月5日,多云/多云,4℃/-3℃,北风3-4级/北风≤3级,ZD250
2016年1月5日,晴/多云,4℃/0℃,北风3-4级/北风3-4级,ZD190
2016年1月6日,小雪/雾,2℃/-5℃,北风≤3级/东北风≤3级,ZD111
2016年1月6日,小雪/多云,2℃/-8℃,北风≤3级/北风≤3级,ZD326
2016年1月6日,多云/阴,5℃/-6℃,北风3-4级/北风3-4级,ZD250
2016年1月6日,阴/多云,4℃/-3℃,北风3-4级/北风4-5级,ZD190
2016年1月7日,晴/晴,2℃/-6℃,北风≤3级/南风≤3级,ZD111
2016年1月7日,晴/晴,1℃/-9℃,北风≤3级/北风≤3级,ZD326
2016年1月7日,多云/晴,2℃/-5℃,北风≤3级/北风3-4级,ZD250
2016年1月7日,晴/多云,1℃/-3℃,北风4-5级/北风3-4级,ZD190
2016年1月8日,晴/霾,4℃/-5℃,南风≤3级/南风≤3级,ZD111
2016年1月8日,晴/晴,3℃/-8℃,北风≤3级/南风≤3级,ZD326
2016年1月8日,晴/晴,3℃/-7℃,北风3-4级/南风≤3级,ZD250
2016年1月8日,晴/晴,2℃/-2℃,北风3-4级/北风4-5级,ZD190
2016年1月9日,霾/霾,6℃/-4℃,南风≤3级/南风≤3级,ZD111
2016年1月9日,晴/晴,6℃/-7℃,南风≤3级/南风≤3级,ZD326
2016年1月9日,晴/晴,5℃/-5℃,南风3-4级/南风≤3级,ZD250
2016年1月9日,晴/晴,4℃/1℃,南风3-4级/北风3-4级,ZD190
2016年1月10日,霾/霾,6℃/-4℃,北风≤3级/北风3-4级,ZD111
2016年1月10日,多云/多云,6℃/-7℃,北风3-4级/北风3-4级,ZD326
2016年1月10日,晴/多云,6℃/-6℃,北风3-4级/北风3-4级,ZD250
2016年1月10日,霾/多云,6℃/-3℃,北风3-4级/北风5-6级,ZD190
2016年1月11日,多云/多云,0℃/-7℃,北风3-4级/东北风≤3级,ZD111
2016年1月11日,晴/多云,0℃/-9℃,北风≤3级/北风≤3级,ZD326
2016年1月11日,多云/晴,0℃/-7℃,北风3-4级/西北风3-4级,ZD250
2016年1月11日,多云/晴,1℃/-4℃,北风5-6级/北风4-5级,ZD190
2016年1月12日,晴/晴,1℃/-7℃,东北风≤3级/南风≤3级,ZD111
2016年1月12日,晴/晴,0℃/-9℃,北风≤3级/北风≤3级,ZD326
2016年1月12日,晴/晴,0℃/-8℃,西北风3-4级/北风3-4级,ZD250
2016年1月12日,晴/晴,0℃/-5℃,北风4-5级/西北风3-4级,ZD190
2016年1月13日,晴/晴,3℃/-4℃,南风≤3级/南风≤3级,ZD111
2016年1月13日,晴/晴,3℃/-7℃,南风≤3级/南风≤3级,ZD326
2016年1月13日,晴/晴,3℃/-7℃,北风≤3级/北风≤3级,ZD250
2016年1月13日,晴/晴,2℃/-3℃,西北风3-4级/西风3-4级,ZD190
2016年1月14日,晴/晴,6℃/-3℃,南风≤3级/南风≤3级,ZD111
2016年1月14日,晴/晴,6℃/-6℃,南风≤3级/南风≤3级,ZD326
2016年1月14日,晴/晴,6℃/-6℃,南风≤3级/南风3-4级,ZD250
2016年1月14日,晴/晴,4℃/-1℃,西南风3-4级/西北风3-4级,ZD190
2016年1月15日,晴/晴,7℃/-3℃,南风≤3级/南风≤3级,ZD111
2016年1月15日,晴/晴,7℃/-7℃,南风≤3级/南风≤3级,ZD326
2016年1月15日,晴/晴,6℃/-4℃,南风≤3级/南风3-4级,ZD250
2016年1月15日,晴/霾,5℃/1℃,北风3-4级/南风3-4级,ZD190
2016年1月16日,霾/霾,6℃/-4℃,南风≤3级/北风≤3级,ZD111
2016年1月16日,多云/多云,8℃/-5℃,南风≤3级/南风≤3级,ZD326
2016年1月16日,多云/多云,8℃/-3℃,南风3-4级/北风3-4级,ZD250
2016年1月16日,晴/多云,7℃/-3℃,南风3-4级/南风3-4级,ZD190
2016年1月17日,小雪/多云,0℃/-8℃,北风3-4级/北风≤3级,ZD111
2016年1月17日,小雪/多云,0℃/-9℃,北风3-4级/北风3-4级,ZD326
2016年1月17日,多云/阴,0℃/-8℃,北风4-5级/北风4-5级,ZD250
2016年1月17日,小雪/多云,2℃/-5℃,北风5-6级/北风5-6级,ZD190
2016年1月18日,晴/晴,-2℃/-8℃,北风≤3级/北风≤3级,ZD111
2016年1月18日,晴/晴,-2℃/-13℃,北风≤3级/北风≤3级,ZD326
2016年1月18日,多云/晴,-3℃/-9℃,北风3-4级/北风3-4级,ZD250
2016年1月18日,多云/晴,-3℃/-7℃,北风5-6级/北风5-6级,ZD190
2016年1月19日,晴/晴,0℃/-7℃,北风≤3级/南风≤3级,ZD111
2016年1月19日,晴/晴,-1℃/-11℃,北风≤3级/东南风≤3级,ZD326
2016年1月19日,晴/晴,-1℃/-9℃,北风3-4级/北风3-4级,ZD250
2016年1月19日,晴/晴,-2℃/-7℃,北风4-5级/北风4-5级,ZD190
2016年1月20日,多云/多云,2℃/-5℃,东风≤3级/南风≤3级,ZD111
2016年1月20日,多云/晴,2℃/-9℃,东南风≤3级/东南风≤3级,ZD326
2016年1月20日,晴/多云,-1℃/-7℃,南风3-4级/东风3-4级,ZD250
2016年1月20日,多云/多云,-1℃/-5℃,北风3-4级/北风3-4级,ZD190
2016年1月21日,阴/阴,3℃/-8℃,南风≤3级/北风≤3级,ZD111
2016年1月21日,多云/小雪,3℃/-8℃,东南风≤3级/东南风≤3级,ZD326
2016年1月21日,多云/小雪,1℃/-8℃,南风3-4级/北风3-4级,ZD250
2016年1月21日,多云/阴,0℃/-5℃,东北风3-4级/北风3-4级,ZD190
2016年1月22日,中雪/阵雪,-3℃/-15℃,北风4-5级/北风3-4级,ZD111
2016年1月22日,小雪/阵雪,-2℃/-16℃,北风4-5级/北风4-5级,ZD326
2016年1月22日,小雪/小雪,-3℃/-14℃,北风3-4级/北风4-5级,ZD250
2016年1月22日,小雪/多云,-1℃/-13℃,北风4-5级/北风5-6级,ZD190
2016年1月23日,多云/晴,-9℃/-16℃,北风3-4级/北风3-4级,ZD111
2016年1月23日,晴/晴,-10℃/-22℃,北风3-4级/北风3-4级,ZD326
2016年1月23日,阵雪/多云,-10℃/-18℃,北风4-5级/北风3-4级,ZD250
2016年1月23日,阵雪/阵雪,-8℃/-14℃,北风6-7级/北风6-7级,ZD190
2016年1月24日,晴/晴,-5℃/-12℃,北风3-4级/南风≤3级,ZD111
2016年1月24日,晴/晴,-6℃/-14℃,西风3-4级/北风≤3级,ZD326
2016年1月24日,多云/晴,-6℃/-10℃,北风3-4级/西北风4-5级,ZD250
2016年1月24日,晴/晴,-7℃/-10℃,北风6-7级/西北风5-6级,ZD190
2016年1月25日,晴/晴,2℃/-6℃,南风≤3级/南风3-4级,ZD111
2016年1月25日,晴/晴,2℃/-10℃,南风≤3级/南风≤3级,ZD326
2016年1月25日,晴/晴,3℃/-9℃,北风3-4级/南风3-4级,ZD250
2016年1月25日,晴/晴,0℃/-4℃,西北风4-5级/西北风3-4级,ZD190
2016年1月26日,晴/晴,3℃/-7℃,北风≤3级/南风≤3级,ZD111
2016年1月26日,晴/晴,3℃/-10℃,北风≤3级/南风≤3级,ZD326
2016年1月26日,晴/晴,2℃/-9℃,北风3-4级/北风≤3级,ZD250
2016年1月26日,晴/晴,4℃/-4℃,西北风3-4级/北风3-4级,ZD190
2016年1月27日,晴/晴,5℃/-3℃,南风≤3级/南风≤3级,ZD111
2016年1月27日,晴/多云,6℃/-7℃,南风≤3级/南风≤3级,ZD326
2016年1月27日,晴/晴,4℃/-7℃,南风3-4级/南风3-4级,ZD250
2016年1月27日,晴/晴,4℃/0℃,南风3-4级/南风3-4级,ZD190
2016年1月28日,多云/阴,7℃/-2℃,北风≤3级/东北风≤3级,ZD111
2016年1月28日,多云/多云,7℃/-5℃,北风3-4级/东北风3-4级,ZD326
2016年1月28日,晴/多云,5℃/-3℃,南风≤3级/北风3-4级,ZD250
2016年1月28日,多云/阴,6℃/-1℃,南风3-4级/东北风4-5级,ZD190
2016年1月29日,阴/多云,3℃/-4℃,东北风≤3级/东北风3-4级,ZD111
2016年1月29日,多云/多云,2℃/-6℃,东北风3-4级/东北风3-4级,ZD326
2016年1月29日,多云/多云,1℃/-5℃,北风3-4级/东北风3-4级,ZD250
2016年1月29日,阴/多云,4℃/-4℃,东北风4-5级/北风5-6级,ZD190
2016年1月30日,阴/阴,0℃/-6℃,东北风3-4级/北风≤3级,ZD111
2016年1月30日,多云/多云,0℃/-7℃,北风3-4级/北风≤3级,ZD326
2016年1月30日,多云/多云,-1℃/-6℃,北风3-4级/北风3-4级,ZD250
2016年1月30日,多云/多云,1℃/-6℃,北风4-5级/北风4-5级,ZD190
2016年1月31日,多云/晴,1℃/-8℃,北风≤3级/北风≤3级,ZD111
2016年1月31日,多云/多云,0℃/-10℃,北风≤3级/北风≤3级,ZD326
2016年1月31日,多云/多云,-1℃/-8℃,北风3-4级/北风3-4级,ZD250
2016年1月31日,多云/多云,-1℃/-6℃,北风4-5级/北风3-4级,ZD190
2016年2月1日,晴/晴,3℃/-5℃,南风≤3级/南风≤3级,ZD111
2016年2月1日,晴/晴,3℃/-9℃,北风≤3级/南风≤3级,ZD326
2016年2月1日,晴/晴,3℃/-7℃,北风≤3级/北风3-4级,ZD250
2016年2月1日,晴/晴,1℃/-5℃,北风3-4级/西北风3-4级,ZD190
2016年2月2日,晴/晴,6℃/-3℃,南风≤3级/南风≤3级,ZD111
2016年2月2日,晴/晴,6℃/-6℃,南风≤3级/南风≤3级,ZD326
2016年2月2日,晴/多云,5℃/-5℃,北风≤3级/南风≤3级,ZD250
2016年2月2日,晴/晴,3℃/-4℃,西北风3-4级/西南风3-4级,ZD190
2016年2月3日,晴/多云,8℃/-1℃,南风≤3级/南风≤3级,ZD111
2016年2月3日,晴/多云,9℃/-4℃,南风≤3级/南风≤3级,ZD326
2016年2月3日,晴/多云,8℃/-3℃,南风≤3级/南风≤3级,ZD250
2016年2月3日,晴/多云,5℃/0℃,西南风3-4级/西风3-4级,ZD190
2016年2月4日,多云/多云,5℃/-4℃,北风≤3级/南风≤3级,ZD111
2016年2月4日,多云/多云,6℃/-7℃,北风≤3级/北风≤3级,ZD326
2016年2月4日,多云/多云,5℃/-6℃,南风3-4级/北风3-4级,ZD250
2016年2月4日,多云/多云,5℃/-3℃,西北风3-4级/北风4-5级,ZD190
2016年2月5日,多云/晴,4℃/-5℃,北风3-4级/北风≤3级,ZD111
2016年2月5日,晴/晴,4℃/-8℃,北风3-4级/北风≤3级,ZD326
2016年2月5日,多云/晴,4℃/-6℃,北风3-4级/北风3-4级,ZD250
2016年2月5日,多云/晴,4℃/-5℃,北风4-5级/北风4-5级,ZD190
2016年2月6日,晴/晴,5℃/-2℃,北风≤3级/南风≤3级,ZD111
2016年2月6日,晴/晴,5℃/-5℃,北风≤3级/南风≤3级,ZD326
2016年2月6日,晴/晴,4℃/-5℃,北风3-4级/北风3-4级,ZD250
2016年2月6日,晴/晴,3℃/-3℃,西北风4-5级/西北风3-4级,ZD190
2016年2月7日,晴/晴,8℃/1℃,南风≤3级/南风3-4级,ZD111
2016年2月7日,晴/晴,8℃/0℃,南风≤3级/南风≤3级,ZD326
2016年2月7日,晴/晴,8℃/-3℃,南风3-4级/南风3-4级,ZD250
2016年2月7日,多云/晴,5℃/-1℃,西南风3-4级/西南风3-4级,ZD190
2016年2月8日,晴/晴,13℃/3℃,南风3-4级/南风≤3级,ZD111
2016年2月8日,多云/晴,14℃/-3℃,南风≤3级/南风≤3级,ZD326
2016年2月8日,晴/晴,13℃/-3℃,西南风3-4级/北风3-4级,ZD250
2016年2月8日,晴/晴,8℃/2℃,南风4-5级/北风4-5级,ZD190
2016年2月9日,晴/晴,15℃/5℃,南风≤3级/南风≤3级,ZD111
2016年2月9日,晴/晴,15℃/1℃,南风≤3级/南风≤3级,ZD326
2016年2月9日,晴/晴,12℃/0℃,东南风3-4级/东南风3-4级,ZD250
2016年2月9日,晴/晴,11℃/4℃,南风3-4级/南风3-4级,ZD190
2016年2月10日,晴/多云,16℃/7℃,南风≤3级/南风≤3级,ZD111
2016年2月10日,晴/多云,18℃/4℃,南风≤3级/南风≤3级,ZD326
2016年2月10日,多云/多云,15℃/4℃,东南风3-4级/南风3-4级,ZD250
2016年2月10日,晴/雾,9℃/6℃,东南风4-5级/南风4-5级,ZD190
2016年2月11日,多云/阴,14℃/7℃,北风≤3级/东北风≤3级,ZD111
2016年2月11日,多云/多云,14℃/3℃,南风≤3级/东南风≤3级,ZD326
2016年2月11日,阴/多云,13℃/4℃,南风3-4级/东南风3-4级,ZD250
2016年2月11日,小雨/雾,9℃/6℃,南风3-4级/南风3-4级,ZD190
2016年2月12日,小雨/中到大雨,10℃/-3℃,东北风3-4级/东北风3-4级,ZD111
2016年2月12日,小雨/中雨,13℃/-4℃,东北风3-4级/北风3-4级,ZD326
2016年2月12日,小雨/中雨,11℃/-2℃,北风3-4级/北风4-5级,ZD250
2016年2月12日,雾/中到大雨,10℃/-1℃,南风3-4级/南风4-5级,ZD190
2016年2月13日,大雪/阴,0℃/-8℃,东北风5-6级/北风3-4级,ZD111
2016年2月13日,雨夹雪/多云,1℃/-10℃,北风4-5级/北风3-4级,ZD326
2016年2月13日,雨夹雪/小雪,2℃/-6℃,北风4-5级/北风4-5级,ZD250
2016年2月13日,小到中雨/阴,5℃/-4℃,北风5-6级/北风6-7级,ZD190
2016年2月14日,晴/晴,0℃/-7℃,北风3-4级/西北风≤3级,ZD111
2016年2月14日,晴/晴,-3℃/-11℃,北风3-4级/南风3-4级,ZD326
2016年2月14日,多云/多云,-2℃/-9℃,北风3-4级/北风3-4级,ZD250
2016年2月14日,多云/晴,-1℃/-5℃,北风6-7级/北风5-6级,ZD190
2016年2月15日,晴/晴,3℃/-3℃,西北风≤3级/西南风≤3级,ZD111
2016年2月15日,晴/晴,3℃/-6℃,南风3-4级/南风≤3级,ZD326
2016年2月15日,晴/晴,2℃/-4℃,北风3-4级/北风3-4级,ZD250
2016年2月15日,晴/晴,1℃/-2℃,西北风4-5级/西北风4-5级,ZD190
2016年2月16日,晴/晴,8℃/0℃,西南风≤3级/南风≤3级,ZD111
2016年2月16日,晴/晴,8℃/-4℃,南风≤3级/南风≤3级,ZD326
2016年2月16日,晴/晴,6℃/-4℃,北风3-4级/南风3-4级,ZD250
2016年2月16日,晴/晴,6℃/0℃,西北风4-5级/西南风3-4级,ZD190
2016年2月17日,晴/晴,12℃/4℃,南风≤3级/南风3-4级,ZD111
2016年2月17日,晴/晴,12℃/0℃,南风3-4级/南风≤3级,ZD326
2016年2月17日,晴/晴,11℃/1℃,南风3-4级/南风3-4级,ZD250
2016年2月17日,晴/晴,7℃/4℃,西南风3-4级/西南风4-5级,ZD190
2016年2月18日,晴/多云,11℃/3℃,北风≤3级/南风≤3级,ZD111
