"日期","天气状况","气温","风力风向","地区"
"2015年12月24日","霾/雾","6℃/-3℃","北风3-4级/南风≤3级","ZD250"
"2015年12月25日","霾/霾","9℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2015年12月26日","霾/晴","7℃/-4℃","南风3-4级/北风3-4级","ZD250"
"2015年12月27日","晴/晴","0℃/-6℃","北风3-4级/北风≤3级","ZD250"
"2015年12月28日","晴/晴","4℃/-4℃","北风3-4级/南风≤3级","ZD250"
"2015年12月29日","多云/晴","7℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2015年12月30日","多云/霾","6℃/-4℃","南风≤3级/南风3-4级","ZD250"
"2015年12月31日","霾/晴","6℃/-2℃","北风3-4级/南风3-4级","ZD250"
"2016年01月01日","晴/多云","9℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2016年01月02日","多云/晴","12℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2016年01月03日","多云/霾","9℃/-2℃","北风≤3级/北风3-4级","ZD250"
"2016年01月04日","多云/多云","4℃/-3℃","北风3-4级/北风≤3级","ZD250"
"2016年01月05日","多云/多云","4℃/-3℃","北风3-4级/北风≤3级","ZD250"
"2016年01月06日","多云/阴","5℃/-6℃","北风3-4级/北风3-4级","ZD250"
"2016年01月07日","多云/晴","2℃/-5℃","北风≤3级/北风3-4级","ZD250"
"2016年01月08日","晴/晴","3℃/-7℃","北风3-4级/南风≤3级","ZD250"
"2016年01月09日","晴/晴","5℃/-5℃","南风3-4级/南风≤3级","ZD250"
"2016年01月10日","晴/多云","6℃/-6℃","北风3-4级/北风3-4级","ZD250"
"2016年01月11日","多云/晴","0℃/-7℃","北风3-4级/西北风3-4级","ZD250"
"2016年01月12日","晴/晴","0℃/-8℃","西北风3-4级/北风3-4级","ZD250"
"2016年01月13日","晴/晴","3℃/-7℃","北风≤3级/北风≤3级","ZD250"
"2016年01月14日","晴/晴","6℃/-6℃","南风≤3级/南风3-4级","ZD250"
"2016年01月15日","晴/晴","6℃/-4℃","南风≤3级/南风3-4级","ZD250"
"2016年01月16日","多云/多云","8℃/-3℃","南风3-4级/北风3-4级","ZD250"
"2016年01月17日","多云/阴","0℃/-8℃","北风4-5级/北风4-5级","ZD250"
"2016年01月18日","多云/晴","-3℃/-9℃","北风3-4级/北风3-4级","ZD250"
"2016年01月19日","晴/晴","-1℃/-9℃","北风3-4级/北风3-4级","ZD250"
"2016年01月20日","晴/多云","-1℃/-7℃","南风3-4级/东风3-4级","ZD250"
"2016年01月21日","多云/小雪","1℃/-8℃","南风3-4级/北风3-4级","ZD250"
"2016年01月22日","小雪/小雪","-3℃/-14℃","北风3-4级/北风4-5级","ZD250"
"2016年01月23日","阵雪/多云","-10℃/-18℃","北风4-5级/北风3-4级","ZD250"
"2016年01月24日","多云/晴","-6℃/-10℃","北风3-4级/西北风4-5级","ZD250"
"2016年01月25日","晴/晴","3℃/-9℃","北风3-4级/南风3-4级","ZD250"
"2016年01月26日","晴/晴","2℃/-9℃","北风3-4级/北风≤3级","ZD250"
"2016年01月27日","晴/晴","4℃/-7℃","南风3-4级/南风3-4级","ZD250"
"2016年01月28日","晴/多云","5℃/-3℃","南风≤3级/北风3-4级","ZD250"
"2016年01月29日","多云/多云","1℃/-5℃","北风3-4级/东北风3-4级","ZD250"
"2016年01月30日","多云/多云","-1℃/-6℃","北风3-4级/北风3-4级","ZD250"
"2016年01月31日","多云/多云","-1℃/-8℃","北风3-4级/北风3-4级","ZD250"
"2016年02月01日","晴/晴","3℃/-7℃","北风≤3级/北风3-4级","ZD250"
"2016年02月02日","晴/多云","5℃/-5℃","北风≤3级/南风≤3级","ZD250"
"2016年02月03日","晴/多云","8℃/-3℃","南风≤3级/南风≤3级","ZD250"
"2016年02月04日","多云/多云","5℃/-6℃","南风3-4级/北风3-4级","ZD250"
"2016年02月05日","多云/晴","4℃/-6℃","北风3-4级/北风3-4级","ZD250"
"2016年02月06日","晴/晴","4℃/-5℃","北风3-4级/北风3-4级","ZD250"
"2016年02月07日","晴/晴","8℃/-3℃","南风3-4级/南风3-4级","ZD250"
"2016年02月08日","晴/晴","13℃/-3℃","西南风3-4级/北风3-4级","ZD250"
"2016年02月09日","晴/晴","12℃/0℃","东南风3-4级/东南风3-4级","ZD250"
"2016年02月10日","多云/多云","15℃/4℃","东南风3-4级/南风3-4级","ZD250"
"2016年02月11日","阴/多云","13℃/4℃","南风3-4级/东南风3-4级","ZD250"
"2016年02月12日","小雨/中雨","11℃/-2℃","北风3-4级/北风4-5级","ZD250"
"2016年02月13日","雨夹雪/小雪","2℃/-6℃","北风4-5级/北风4-5级","ZD250"
"2016年02月14日","多云/多云","-2℃/-9℃","北风3-4级/北风3-4级","ZD250"
"2016年02月15日","晴/晴","2℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2016年02月16日","晴/晴","6℃/-4℃","北风3-4级/南风3-4级","ZD250"
"2016年02月17日","晴/晴","11℃/1℃","南风3-4级/南风3-4级","ZD250"
"2016年02月18日","多云/多云","9℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2016年02月19日","多云/多云","10℃/-4℃","南风3-4级/北风3-4级","ZD250"
"2016年02月20日","多云/晴","5℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2016年02月21日","多云/多云","8℃/2℃","南风3-4级/南风3-4级","ZD250"
"2016年02月22日","多云/多云","7℃/-3℃","南风3-4级/北风3-4级","ZD250"
"2016年02月23日","多云/多云","4℃/-6℃","北风3-4级/北风3-4级","ZD250"
"2016年02月24日","多云/晴","7℃/-3℃","南风3-4级/南风3-4级","ZD250"
"2016年02月25日","晴/多云","8℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2016年02月26日","晴/多云","10℃/-1℃","北风3-4级/南风3-4级","ZD250"
"2016年02月27日","晴/多云","9℃/0℃","北风3-4级/北风3-4级","ZD250"
"2016年02月28日","雨夹雪/多云","5℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2016年02月29日","晴/晴","4℃/-4℃","北风3-4级/南风3-4级","ZD250"
"2016年03月01日","晴/晴","12℃/2℃","南风3-4级/南风3-4级","ZD250"
"2016年03月02日","晴/晴","18℃/6℃","南风3-4级/西南风3-4级","ZD250"
"2016年03月03日","晴/晴","23℃/8℃","南风3-4级/南风3-4级","ZD250"
"2016年03月04日","多云/多云","23℃/4℃","南风3-4级/南风3-4级","ZD250"
"2016年03月05日","阴/多云","15℃/1℃","北风3-4级/南风3-4级","ZD250"
"2016年03月06日","多云/多云","15℃/4℃","南风3-4级/南风3-4级","ZD250"
"2016年03月07日","多云/阴","15℃/-1℃","北风3-4级/东北风3-4级","ZD250"
"2016年03月08日","阴/多云","5℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2016年03月09日","多云/多云","4℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2016年03月10日","晴/晴","6℃/-4℃","北风3-4级/北风3-4级","ZD250"
"2016年03月11日","晴/晴","10℃/-2℃","南风3-4级/南风3-4级","ZD250"
"2016年03月12日","多云/小雨","12℃/1℃","南风3-4级/南风3-4级","ZD250"
"2016年03月13日","晴/晴","12℃/-3℃","北风3-4级/北风3-4级","ZD250"
"2016年03月14日","晴/晴","14℃/3℃","南风3-4级/南风3-4级","ZD250"
"2016年03月15日","多云/多云","14℃/2℃","南风3-4级/南风3-4级","ZD250"
"2016年03月16日","晴/多云","17℃/6℃","南风3-4级/南风3-4级","ZD250"
"2016年03月17日","多云/多云","20℃/8℃","南风3-4级/南风3-4级","ZD250"
"2016年03月18日","多云/晴","22℃/5℃","南风3-4级/北风3-4级","ZD250"
"2016年03月19日","晴/晴","17℃/4℃","北风3-4级/东风3-4级","ZD250"
"2016年03月20日","晴/晴","17℃/1℃","北风3-4级/南风≤3级","ZD250"
"2016年03月21日","晴/晴","19℃/5℃","南风3-4级/南风3-4级","ZD250"
"2016年03月22日","晴/多云","18℃/5℃","北风3-4级/北风3-4级","ZD250"
"2016年03月23日","多云/多云","11℃/0℃","北风3-4级/北风3-4级","ZD250"
"2016年03月24日","多云/晴","13℃/-1℃","北风3-4级/北风3-4级","ZD250"
"2016年03月25日","多云/晴","15℃/1℃","北风3-4级/北风3-4级","ZD250"
"2016年03月26日","晴/晴","16℃/4℃","北风3-4级/北风3-4级","ZD250"
"2016年03月27日","晴/晴","20℃/9℃","北风3-4级/南风4-5级","ZD250"
"2016年03月28日","晴/多云","23℃/10℃","南风4-5级/南风4-5级","ZD250"
"2015年01月01日","晴/晴","1℃/-3℃","北风5-6级/北风4-5级","ZD190"
"2015年01月02日","晴/晴","4℃/0℃","北风3-4级/北风3-4级","ZD190"
"2015年01月03日","晴/多云","7℃/2℃","南风4-5级/南风3-4级","ZD190"
"2015年01月04日","晴/多云","9℃/4℃","南风3-4级/南风3-4级","ZD190"
"2015年01月05日","小雨/阵雨","9℃/-2℃","南风3-4级/北风5-6级","ZD190"
"2015年01月06日","晴/多云","3℃/-2℃","北风5-6级/北风3-4级","ZD190"
"2015年01月07日","晴/晴","4℃/-1℃","北风3-4级/北风3-4级","ZD190"
"2015年01月08日","晴/晴","5℃/-1℃","西北风3-4级/西南风3-4级","ZD190"
"2015年01月09日","晴/晴","7℃/-2℃","北风3-4级/北风3-4级","ZD190"
"2015年01月10日","晴/晴","9℃/0℃","西北风3-4级/北风3-4级","ZD190"
"2015年01月11日","晴/晴","6℃/-3℃","北风3-4级/北风3-4级","ZD190"
"2015年01月12日","晴/多云","4℃/1℃","北风3-4级/南风3-4级","ZD190"
"2015年01月13日","多云/多云","6℃/2℃","东南风3-4级/东南风3-4级","ZD190"
"2015年01月14日","多云/晴","8℃/2℃","东北风3-4级/北风3-4级","ZD190"
"2015年01月15日","晴/多云","7℃/-1℃","北风3-4级/北风3-4级","ZD190"
"2015年01月16日","多云/晴","5℃/-2℃","北风3-4级/西北风5-6级","ZD190"
"2015年01月17日","晴/多云","3℃/0℃","北风4-5级/南风3-4级","ZD190"
"2015年01月18日","多云/晴","8℃/0℃","南风3-4级/西北风5-6级","ZD190"
"2015年01月19日","晴/晴","6℃/2℃","北风4-5级/南风3-4级","ZD190"
"2015年01月20日","阴/阵雨","7℃/2℃","南风3-4级/南风3-4级","ZD190"
"2015年01月21日","阵雨/雨夹雪","5℃/-2℃","南风3-4级/北风5-6级","ZD190"
"2015年01月22日","晴/晴","4℃/0℃","北风4-5级/北风3-4级","ZD190"
"2015年01月23日","晴/多云","6℃/0℃","南风3-4级/南风3-4级","ZD190"
"2015年01月24日","多云/小雨","7℃/4℃","北风3-4级/东南风4-5级","ZD190"
"2015年01月25日","阴/雾","7℃/1℃","北风3-4级/北风3-4级","ZD190"
"2015年01月26日","多云/多云","6℃/-3℃","北风3-4级/东北风4-5级","ZD190"
"2015年01月27日","晴/晴","1℃/-4℃","北风5-6级/北风4-5级","ZD190"
"2015年01月28日","多云/阴","1℃/-3℃","北风3-4级/北风3-4级","ZD190"
"2015年01月29日","阴/多云","1℃/-3℃","北风3-4级/北风4-5级","ZD190"
"2015年01月30日","晴/多云","1℃/-4℃","北风4-5级/北风3-4级","ZD190"
"2015年01月31日","晴/晴","2℃/-4℃","北风3-4级/北风3-4级","ZD190"
"2015年02月01日","晴/多云","2℃/-2℃","北风3-4级/无持续风向≤3级","ZD190"
"2015年02月02日","晴/多云","5℃/-1℃","无持续风向≤3级/南风3-4级","ZD190"
"2015年02月03日","多云/多云","6℃/-1℃","北风3-4级/北风3-4级","ZD190"
"2015年02月04日","晴/多云","4℃/-2℃","北风3-4级/北风5-6级","ZD190"
"2015年02月05日","晴/晴","3℃/-1℃","西北风4-5级/西北风3-4级","ZD190"
"2015年02月06日","晴/多云","6℃/-1℃","南风3-4级/南风3-4级","ZD190"
"2015年02月07日","晴/多云","6℃/-5℃","西南风3-4级/北风5-6级","ZD190"
"2015年02月08日","晴/晴","0℃/-6℃","北风4-5级/北风3-4级","ZD190"
"2015年02月09日","晴/晴","5℃/0℃","西风3-4级/西南风3-4级","ZD190"
"2015年02月10日","晴/晴","8℃/2℃","西南风3-4级/西南风3-4级","ZD190"
"2015年02月11日","多云/晴","6℃/-1℃","北风3-4级/北风3-4级","ZD190"
"2015年02月12日","晴/多云","6℃/-1℃","北风3-4级/南风3-4级","ZD190"
"2015年02月13日","晴/晴","7℃/3℃","南风3-4级/南风3-4级","ZD190"
"2015年02月14日","晴/阵雨","9℃/6℃","南风3-4级/南风4-5级","ZD190"
"2015年02月15日","小雨/阵雨","9℃/5℃","南风3-4级/北风5-6级","ZD190"
"2015年02月16日","多云/晴","9℃/1℃","北风4-5级/北风4-5级","ZD190"
"2015年02月17日","晴/晴","9℃/-1℃","北风3-4级/北风4-5级","ZD190"
"2015年02月18日","晴/晴","7℃/-2℃","北风4-5级/北风3-4级","ZD190"
"2015年02月19日","晴/多云","6℃/2℃","北风3-4级/南风3-4级","ZD190"
"2015年02月20日","阴/小雨","6℃/4℃","东南风4-5级/东南风4-5级","ZD190"
"2015年02月21日","雾/多云","8℃/-1℃","北风3-4级/北风4-5级","ZD190"
"2015年02月22日","多云/晴","4℃/-1℃","北风5-6级/北风3-4级","ZD190"
"2015年02月23日","晴/多云","6℃/2℃","北风3-4级/南风3-4级","ZD190"
"2015年02月24日","晴/多云","7℃/3℃","南风3-4级/南风4-5级","ZD190"
"2015年02月25日","阴/多云","9℃/-1℃","南风4-5级/北风5-6级","ZD190"
"2015年02月26日","晴/晴","6℃/-1℃","北风4-5级/北风3-4级","ZD190"
"2015年02月27日","多云/多云","5℃/0℃","东北风3-4级/东风3-4级","ZD190"
"2015年02月28日","阴/阴","4℃/0℃","东北风3-4级/北风3-4级","ZD190"
"2015年03月01日","晴/晴","8℃/3℃","北风4-5级/南风3-4级","ZD190"
"2015年03月02日","晴/多云","9℃/0℃","南风4-5级/南风4-5级","ZD190"
"2015年03月03日","多云/晴","5℃/-3℃","北风6-7级/北风4-5级","ZD190"
"2015年03月04日","晴/多云","5℃/-1℃","北风4-5级/北风3-4级","ZD190"
"2015年03月05日","多云/多云","4℃/0℃","北风3-4级/南风3-4级","ZD190"
"2015年03月06日","晴/晴","7℃/3℃","南风3-4级/西南风3-4级","ZD190"
"2015年03月07日","晴/晴","8℃/4℃","南风3-4级/南风3-4级","ZD190"
"2015年03月08日","多云/阴","8℃/0℃","南风3-4级/北风5-6级","ZD190"
"2015年03月09日","晴/晴","4℃/-3℃","北风5-6级/北风5-6级","ZD190"
"2015年03月10日","晴/晴","5℃/-3℃","西北风3-4级/西北风3-4级","ZD190"
"2015年03月11日","晴/晴","10℃/1℃","北风3-4级/南风3-4级","ZD190"
"2015年03月12日","晴/多云","9℃/3℃","南风3-4级/南风3-4级","ZD190"
"2015年03月13日","晴/晴","10℃/3℃","北风3-4级/北风3-4级","ZD190"
"2015年03月14日","多云/多云","9℃/4℃","南风3-4级/南风4-5级","ZD190"
"2015年03月15日","晴/多云","13℃/6℃","南风3-4级/南风3-4级","ZD190"
"2015年03月16日","雾/雾","9℃/7℃","南风3-4级/南风3-4级","ZD190"
"2015年03月17日","阴/小雨","11℃/7℃","东南风3-4级/北风3-4级","ZD190"
"2015年03月18日","阵雨/多云","11℃/5℃","北风3-4级/北风3-4级","ZD190"
"2015年03月19日","晴/多云","16℃/8℃","北风3-4级/南风3-4级","ZD190"
"2015年03月20日","晴/多云","19℃/9℃","北风3-4级/南风3-4级","ZD190"
"2015年03月21日","晴/晴","17℃/6℃","北风4-5级/北风4-5级","ZD190"
"2015年03月22日","晴/霾","13℃/5℃","东北风4-5级/北风3-4级","ZD190"
"2015年03月23日","多云/晴","13℃/5℃","南风3-4级/南风3-4级","ZD190"
"2015年03月24日","晴/晴","11℃/4℃","南风3-4级/南风3-4级","ZD190"
"2015年03月25日","晴/晴","11℃/5℃","南风3-4级/南风3-4级","ZD190"
"2015年03月26日","多云/晴","11℃/6℃","南风3-4级/南风3-4级","ZD190"
"2015年03月27日","雾/雾","11℃/6℃","南风3-4级/南风4-5级","ZD190"
"2015年03月28日","多云/多云","17℃/7℃","南风4-5级/北风3-4级","ZD190"
"2015年03月29日","多云/多云","15℃/7℃","北风3-4级/南风3-4级","ZD190"
"2015年03月30日","多云/多云","12℃/8℃","南风4-5级/东南风4-5级","ZD190"
"2015年03月31日","阵雨/阵雨","12℃/8℃","东南风3-4级/东北风4-5级","ZD190"
"2015年04月01日","多云/小雨","12℃/9℃","东南风3-4级/东南风5-6级","ZD190"
"2015年04月02日","中雨/阴","12℃/7℃","北风5-6级/北风4-5级","ZD190"
"2015年04月03日","多云/多云","15℃/7℃","北风4-5级/南风3-4级","ZD190"
"2015年04月04日","阴/多云","11℃/7℃","南风3-4级/北风3-4级","ZD190"
"2015年04月05日","多云/多云","16℃/5℃","北风3-4级/北风4-5级","ZD190"
"2015年04月06日","多云/多云","10℃/4℃","北风5-6级/东北风4-5级","ZD190"
"2015年04月07日","晴/晴","10℃/3℃","北风4-5级/北风3-4级","ZD190"
"2015年04月08日","晴/晴","10℃/5℃","北风3-4级/南风3-4级","ZD190"
"2015年04月09日","多云/晴","11℃/6℃","南风3-4级/南风3-4级","ZD190"
"2015年04月10日","晴/多云","13℃/7℃","南风3-4级/南风3-4级","ZD190"
"2015年04月11日","多云/多云","11℃/9℃","南风3-4级/南风3-4级","ZD190"
"2015年04月12日","雷阵雨/中雨","11℃/7℃","北风4-5级/东北风5-6级","ZD190"
"2015年04月13日","阵雨/多云","9℃/5℃","东北风5-6级/东北风4-5级","ZD190"
"2015年04月14日","多云/晴","17℃/7℃","南风4-5级/西南风4-5级","ZD190"
"2015年04月15日","晴/多云","15℃/11℃","西南风4-5级/南风5-6级","ZD190"
"2015年04月16日","晴/晴","17℃/7℃","北风5-6级/北风3-4级","ZD190"
"2015年04月17日","晴/多云","14℃/11℃","南风3-4级/南风4-5级","ZD190"
"2015年04月18日","雾/小雨","14℃/11℃","东南风4-5级/东南风4-5级","ZD190"
"2015年04月19日","小雨/阵雨","13℃/9℃","北风4-5级/北风5-6级","ZD190"
"2015年04月20日","晴/晴","18℃/9℃","北风5-6级/西南风3-4级","ZD190"
"2015年04月21日","多云/多云","17℃/12℃","西南风3-4级/北风4-5级","ZD190"
"2015年04月22日","晴/晴","20℃/12℃","北风3-4级/西南风3-4级","ZD190"
"2015年04月23日","晴/多云","20℃/12℃","南风3-4级/东北风3-4级","ZD190"
"2015年04月24日","晴/晴","18℃/11℃","北风3-4级/南风3-4级","ZD190"
"2015年04月25日","晴/晴","20℃/15℃","南风3-4级/南风4-5级","ZD190"
"2015年04月26日","晴/雾","21℃/13℃","南风4-5级/南风4-5级","ZD190"
"2015年04月27日","多云/雷阵雨","18℃/14℃","南风4-5级/南风4-5级","ZD190"
"2015年04月28日","多云/多云","17℃/13℃","南风3-4级/南风3-4级","ZD190"
"2015年04月29日","晴/晴","20℃/13℃","南风3-4级/南风3-4级","ZD190"
"2015年04月30日","多云/雾","19℃/13℃","南风3-4级/南风3-4级","ZD190"
"2015年05月01日","晴/多云","18℃/13℃","南风3-4级/南风3-4级","ZD190"
"2015年05月02日","多云/多云","18℃/13℃","南风3-4级/南风3-4级","ZD190"
"2015年05月03日","晴/多云","23℃/13℃","北风3-4级/北风4-5级","ZD190"
"2015年05月04日","晴/晴","21℃/13℃","北风4-5级/南风4-5级","ZD190"
"2015年05月05日","晴/晴","20℃/15℃","南风3-4级/南风3-4级","ZD190"
"2015年05月06日","多云/多云","19℃/14℃","南风3-4级/南风3-4级","ZD190"
"2015年05月07日","雷阵雨/多云","21℃/14℃","南风3-4级/北风3-4级","ZD190"
"2015年05月08日","阴/雾","18℃/12℃","东南风3-4级/南风3-4级","ZD190"
"2015年05月09日","晴/多云","18℃/12℃","南风3-4级/南风3-4级","ZD190"
"2015年05月10日","阴/多云","17℃/12℃","南风3-4级/南风3-4级","ZD190"
"2015年05月11日","雷阵雨/多云","15℃/10℃","南风4-5级/西北风4-5级","ZD190"
"2015年05月12日","晴/晴","23℃/15℃","西风4-5级/西南风4-5级","ZD190"
"2015年05月13日","晴/晴","25℃/17℃","南风4-5级/北风4-5级","ZD190"
"2015年05月14日","晴/多云","26℃/17℃","南风3-4级/北风3-4级","ZD190"
"2015年05月15日","晴/晴","24℃/14℃","北风4-5级/北风3-4级","ZD190"
"2015年05月16日","晴/晴","24℃/15℃","南风3-4级/南风3-4级","ZD190"
"2015年05月17日","多云/多云","20℃/16℃","南风3-4级/南风4-5级","ZD190"
"2015年05月18日","多云/晴","26℃/16℃","南风4-5级/北风3-4级","ZD190"
"2015年05月19日","多云/多云","27℃/15℃","南风3-4级/北风4-5级","ZD190"
"2015年05月20日","晴/晴","24℃/15℃","北风4-5级/西风3-4级","ZD190"
"2015年05月21日","晴/多云","24℃/16℃","西风3-4级/西南风3-4级","ZD190"
"2015年05月22日","阴/多云","20℃/14℃","南风3-4级/南风3-4级","ZD190"
"2015年05月23日","晴/晴","20℃/14℃","南风3-4级/南风3-4级","ZD190"
"2015年05月24日","晴/雾","20℃/14℃","南风3-4级/南风3-4级","ZD190"
"2015年05月25日","雾/雾","18℃/15℃","南风3-4级/南风3-4级","ZD190"
"2015年05月26日","多云/多云","20℃/16℃","南风3-4级/南风4-5级","ZD190"
"2015年05月27日","多云/多云","20℃/16℃","南风4-5级/东南风4-5级","ZD190"
"2015年05月28日","多云/多云","19℃/17℃","东南风3-4级/东南风4-5级","ZD190"
"2015年05月29日","阵雨/阴","19℃/17℃","东南风3-4级/南风3-4级","ZD190"
"2015年05月30日","多云/晴","25℃/16℃","北风3-4级/南风3-4级","ZD190"
"2015年05月31日","多云/多云","24℃/17℃","南风3-4级/南风4-5级","ZD190"
"2015年06月01日","多云/雾","21℃/17℃","南风4-5级/南风3-4级","ZD190"
"2015年06月02日","多云/多云","22℃/18℃","南风3-4级/北风3-4级","ZD190"
"2015年06月03日","晴/晴","28℃/18℃","北风3-4级/南风3-4级","ZD190"
"2015年06月04日","晴/阴","24℃/18℃","南风3-4级/南风4-5级","ZD190"
"2015年06月05日","多云/晴","27℃/19℃","南风3-4级/南风4-5级","ZD190"
"2015年06月06日","多云/晴","24℃/19℃","南风4-5级/南风4-5级","ZD190"
"2015年06月07日","多云/多云","23℃/18℃","南风3-4级/南风3-4级","ZD190"
"2015年06月08日","雾/雾","24℃/18℃","北风3-4级/南风3-4级","ZD190"
"2015年06月09日","雾/雾","20℃/17℃","南风3-4级/南风4-5级","ZD190"
"2015年06月10日","雾/雷阵雨","20℃/18℃","南风4-5级/南风5-6级","ZD190"
"2015年06月11日","阴/晴","29℃/20℃","西北风5-6级/西风3-4级","ZD190"
"2015年06月12日","晴/多云","28℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年06月13日","多云/多云","28℃/19℃","南风3-4级/北风4-5级","ZD190"
"2015年06月14日","晴/多云","26℃/19℃","北风3-4级/南风3-4级","ZD190"
"2015年06月15日","多云/多云","25℃/19℃","南风3-4级/南风3-4级","ZD190"
"2015年06月16日","多云/多云","25℃/19℃","南风3-4级/南风3-4级","ZD190"
"2015年06月17日","多云/多云","24℃/18℃","南风3-4级/南风3-4级","ZD190"
"2015年06月18日","多云/多云","25℃/18℃","南风3-4级/南风3-4级","ZD190"
"2015年06月19日","雷阵雨/雷阵雨","24℃/18℃","南风3-4级/北风3-4级","ZD190"
"2015年06月20日","多云/晴","26℃/18℃","北风4-5级/南风3-4级","ZD190"
"2015年06月21日","晴/多云","25℃/19℃","南风3-4级/南风3-4级","ZD190"
"2015年06月22日","晴/多云","24℃/19℃","南风3-4级/南风3-4级","ZD190"
"2015年06月23日","晴/多云","24℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年06月24日","小雨/小雨","22℃/19℃","东南风3-4级/南风3-4级","ZD190"
"2015年06月25日","小到中雨/阴","22℃/19℃","南风4-5级/北风3-4级","ZD190"
"2015年06月26日","阴/多云","26℃/20℃","北风3-4级/南风3-4级","ZD190"
"2015年06月27日","多云/多云","24℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年06月28日","多云/多云","24℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年06月29日","阵雨/小雨","22℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年06月30日","阴/多云","26℃/18℃","北风3-4级/北风3-4级","ZD190"
"2015年07月01日","晴/晴","29℃/20℃","北风3-4级/南风3-4级","ZD190"
"2015年07月02日","多云/多云","28℃/20℃","北风3-4级/北风3-4级","ZD190"
"2015年07月03日","多云/多云","27℃/19℃","南风3-4级/东南风3-4级","ZD190"
"2015年07月04日","晴/晴","25℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年07月05日","阴/多云","25℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年07月06日","阴/多云","25℃/20℃","南风3-4级/南风3-4级","ZD190"
"2015年07月07日","多云/多云","25℃/20℃","南风3-4级/东南风3-4级","ZD190"
"2015年07月08日","晴/多云","27℃/21℃","东南风3-4级/东南风3-4级","ZD190"
"2015年07月09日","多云/阵雨","27℃/22℃","东南风3-4级/南风3-4级","ZD190"
"2015年07月10日","阵雨/多云","26℃/22℃","东南风3-4级/东南风3-4级","ZD190"
"2015年07月11日","多云/小雨","28℃/24℃","东南风3-4级/东风5-6级","ZD190"
"2015年07月12日","中雨/阴","26℃/22℃","北风6-7级/北风6-7级","ZD190"
"2015年07月13日","多云/晴","33℃/24℃","西北风3-4级/南风3-4级","ZD190"
"2015年07月14日","晴/晴","32℃/22℃","南风3-4级/南风3-4级","ZD190"
"2015年07月15日","晴/多云","30℃/23℃","东南风3-4级/东南风3-4级","ZD190"
"2015年07月16日","阴/多云","26℃/22℃","东南风3-4级/东北风3-4级","ZD190"
"2015年07月17日","阴/多云","27℃/22℃","南风3-4级/南风3-4级","ZD190"
"2015年07月18日","多云/阵雨","26℃/22℃","南风3-4级/南风3-4级","ZD190"
"2015年07月19日","多云/阵雨","26℃/22℃","南风3-4级/南风3-4级","ZD190"
"2015年07月20日","阵雨/阵雨","25℃/23℃","东南风3-4级/南风3-4级","ZD190"
"2015年07月21日","多云/多云","27℃/23℃","东南风3-4级/南风3-4级","ZD190"
"2015年07月22日","多云/多云","27℃/23℃","南风3-4级/南风3-4级","ZD190"
"2015年07月23日","阴/雷阵雨","26℃/23℃","南风3-4级/南风3-4级","ZD190"
"2015年07月24日","雷阵雨/多云","27℃/23℃","南风3-4级/南风3-4级","ZD190"
"2015年07月25日","多云/多云","28℃/23℃","南风3-4级/南风3-4级","ZD190"
"2015年07月26日","雾/雾","28℃/24℃","东南风3-4级/南风3-4级","ZD190"
"2015年07月27日","多云/多云","29℃/25℃","南风3-4级/南风3-4级","ZD190"
"2015年07月28日","雷阵雨/雷阵雨","29℃/26℃","南风3-4级/南风3-4级","ZD190"
"2015年07月29日","多云/多云","30℃/27℃","南风3-4级/南风3-4级","ZD190"
"2015年07月30日","多云/雷阵雨","32℃/26℃","南风3-4级/南风3-4级","ZD190"
"2015年07月31日","雷阵雨/雷阵雨","31℃/25℃","南风3-4级/南风3-4级","ZD190"
"2015年08月01日","多云/多云","30℃/26℃","南风3-4级/南风3-4级","ZD190"
"2015年08月02日","阴/多云","30℃/27℃","南风3-4级/南风3-4级","ZD190"
"2015年08月03日","多云/多云","31℃/26℃","南风3-4级/南风3-4级","ZD190"
"2015年08月04日","雷阵雨/雷阵雨","29℃/25℃","南风3-4级/南风3-4级","ZD190"
"2015年08月05日","雷阵雨/雷阵雨","30℃/25℃","南风3-4级/南风3-4级","ZD190"
"2015年08月06日","雷阵雨/雷阵雨","29℃/24℃","南风3-4级/南风3-4级","ZD190"
"2015年08月07日","多云/中雨","29℃/24℃","东南风3-4级/南风3-4级","ZD190"
"2015年08月08日","阵雨/多云","29℃/25℃","东南风3-4级/东南风3-4级","ZD190"
